ids,glutamic acid,alanine,valine,aspartate,isoleucine,leucine,glycine,proline,cocktail
rxn00623_c0,0.0,4.8267094889680755e-32,0.0,0.0,-2.298357323742777e-30,-3.0289443699882897e-32,2.2796848375423128e-31,1.5139373814987502e-30,0.0
rxn00640_c0,0.7095282042850471,0.585456823797471,0.5199776158037832,0.6106959003939583,0.5729582543713073,0.4992881333706938,0.5738177839857064,0.7022275988681997,0.6477702007727136
rxn05369_c0,0.7095282042850325,0.5854568237974549,0.5199776158037724,0.610695900394424,0.572958254371309,0.4992881333706858,0.5738177839857133,0.702227598867945,0.6477702007736149
EX_cpd00027_e0,0.7095282042850325,0.5854568237974549,0.5199776158037724,0.610695900394424,0.572958254371309,0.4992881333706858,0.5738177839857133,0.702227598867945,0.6477702007736149
rxn00514_c0,0.7095282042850325,0.5854568237974549,0.5199776158037724,0.610695900394424,0.572958254371309,0.4992881333706858,0.5738177839857133,0.702227598867945,0.6477702007736149
rxn05215_c0,0.7095282042850325,,0.5199776158037724,0.610695900394424,0.572958254371309,0.4992881333706858,0.5738177839857133,0.702227598867945,0.6270919151999288
rxn03141_c0,0.7095282042850325,0.5854568237974564,0.5199776158037724,0.610695900394424,0.572958254371309,0.4992881333706858,0.5738177839857133,0.702227598867945,0.6477702007735648
rxn05241_c0,0.7095282042850325,0.5854568237974631,0.5199776158037724,0.610695900394424,,0.4992881333706858,0.5738177839857133,0.702227598867945,0.6249858433084297
rxn08309_c0,0.7095282042850325,0.5854568237974631,0.5199776158037724,0.610695900394424,0.5729582543713063,0.4992881333706858,0.5738177839857133,0.702227598867945,0.6477702007736118
rxn09104_c0,0.7095282042850325,0.5854568237974631,0.5199776158037724,0.610695900394424,0.5729582543713053,0.4992881333706858,0.5738177839857133,0.702227598867945,0.6477702007735934
rxn10268_c0,0.7095282042850325,0.5854568237974631,0.5199776158037724,0.610695900394424,0.5729582543713053,0.4992881333706858,0.5738177839857133,0.702227598867945,0.6477702007735934
rxn05465_c0,5.778308261722615e-18,2.1449249928954513e-15,2.783240784219304e-16,-4.66072461518475e-17,-1.4528082463679145e-15,1.7609319481165542e-17,1.646642091314454e-16,1.801786453863491e-17,-4.569545413398102e-17
rxn09198_c0,0.7095282042850294,0.5854568237974596,0.5199776158037724,0.6106959003944258,0.57295825437131,0.4992881333706843,0.573817783985716,0.7022275988679486,0.6477702007735952
rxn00461_c0,0.7095282042850272,0.5854568237974631,0.5199776158037724,0.6106959003944236,0.5729582543713053,0.4992881333706837,0.5738177839857097,0.7022275988679456,0.6477702007735945
rxn01602_c0,0.7095282042850272,0.5854568237974631,0.5199776158037724,0.6106959003944236,0.5729582543713053,0.4992881333706837,0.5738177839857097,0.7022275988679456,0.6477702007735945
rxn14334_c0,1.2390274616760934e-15,1.7954115639295195e-15,2.5657559617379543e-17,-4.536509076893445e-17,-1.5662018277585038e-15,1.5390324033776838e-16,8.956719333938119e-17,-4.985535651535747e-16,4.117812269414012e-15
rxn02835_c0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn08851_c0,0.7095282042850326,0.5854568237974572,0.5199776158037744,0.6106959003944201,0.5729582543713131,0.49928813337068373,0.573817783985719,0.7022275988679505,0.6477702007735955
rxn01305_c0,0.7095282042850227,0.5854568237974631,0.5199776158037724,0.6106959003944308,0.5729582543713053,0.49928813337068834,0.5738177839857316,0.7022275988679518,0.6477702007735971
rxn00510_c0,0.7095282042850227,0.5854568237974631,0.5199776158037724,0.6106959003944308,0.5729582543713053,0.49928813337068834,0.5738177839857316,0.7022275988679518,0.6477702007735971
rxn02085_c0,0.7095282042850227,0.5854568237974631,0.5199776158037724,0.6106959003944308,0.5729582543713053,0.49928813337068834,0.5738177839857316,0.7022275988679518,0.6477702007735971
rxn15121_c0,0.7095282042850227,0.5854568237974631,0.5199776158037724,0.6106959003944308,0.5729582543713053,0.49928813337068834,0.5738177839857316,0.7022275988679518,0.6477702007735971
rxn05708_c0,0.7095282042850227,0.5854568237974631,0.5199776158037724,0.6106959003944308,0.5729582543713053,0.49928813337068834,0.5738177839857316,0.7022275988679518,0.6477702007735971
rxn05625_c0,0.7095282042850227,0.5854568237974631,0.4697718915365006,0.6106959003944308,0.5369144790307341,0.49928813337068834,0.5738177839857316,0.6377567169040382,0.6477702007735971
rxn06723_c0,-3.7491945505130735e-16,1.5362103319892951e-15,-2.3412476834358538e-17,-3.72081959971947e-16,1.1721391237989949e-15,3.495174765584326e-16,1.6890510696442593e-15,9.137929872039252e-16,1.9274445364292143e-17
